userName,score,at,content
RADITYA REVAN chanel (MOHOMAD RIDO),5,2023-01-13 02:15:53,Keerreeeeen
Ningrum 10,5,2023-01-13 02:08:51,"Sgt terbantu dgn aplikasi ini, makasih truecaller"
Erik Piscalita,5,2023-01-13 01:52:26,"Sangat membantu, karena bisa mengidentifikasi spam"
Alya Lia,5,2023-01-13 00:14:09,Rekomendasi banget
arshaq savian,5,2023-01-13 00:10:40,Mantap
Devi Andika,5,2023-01-12 12:04:23,Berguna
Raja Libas (RAJA LIBAS),5,2023-01-12 10:40:05,Mantap
Kurnia Titis,5,2023-01-12 07:44:37,"Sangat membantu saat ada no spam masuk, truecaller memberikan info dengan baik"
Bili Pranata,5,2023-01-12 07:41:58,Sangat membantu
waluyo penta,5,2023-01-12 07:37:00,👍👍
Terserah,5,2023-01-12 07:22:27,"Sangat-sangat super membantu blokir no tidak dikenal ,,,tks truecaller👍👍👍"
Turtle Junior,5,2023-01-12 06:23:26,Nice
Amrin Situmeang,1,2023-01-12 06:23:18,"Aplikasi mencurigakan, setiap nomor yang dicari, selalu di arahkan ke Kalimantan 😬"
Yudiansyah Fekon,5,2023-01-12 05:33:05,Mantap bs cek penipu
Maryuni Yuni,5,2023-01-12 05:25:08,Mantap
rendy rifandi,5,2023-01-12 05:04:19,👍
Cut Yanti,5,2023-01-12 04:04:10,Mantaaaap membantuuu sekaliii krnaa terggu.. nomer syaa bnyk di pkee kontak darurat pinjol..tfimakasih truecaller
Syahrul Ramdani,5,2023-01-12 03:38:32,Bagus bagus
Sodikin Sodikin,5,2023-01-12 03:09:45,Baik
hanna riyadi,4,2023-01-12 03:08:23,👍👍👍👍👍
Helen Martalena,1,2023-01-12 02:55:54,Saya sarankan untuk tidak mendownload aplikasi ini karena saat saya menggunakan nya untuk melacak nomor spam malah arahnya ke kalimantan terus
Riki Irrawan,5,2023-01-12 02:42:08,Mantap
Yogi Cahyono,4,2023-01-12 02:22:42,Membantu👍
Yanto Widiyanto,5,2023-01-12 02:13:37,Bisa tau siapa yang nelpn
Bonar 5.01,5,2023-01-12 02:01:25,Truecaller mantap ......
Ning Setyaningsih,5,2023-01-12 01:54:56,Kerennnn terlihat siapa yg telp
Sehanik Bjm,2,2023-01-12 01:44:44,Dijoba dulu
septyhant nugroho,1,2023-01-11 21:05:40,Ga jelas otp ga di kirim2
Dindin Saepudin,5,2023-01-11 16:22:16,good
maz ndhuck,5,2023-01-11 10:33:45,Mantap
Selalu Ada,5,2023-01-11 10:20:53,Mantap
Amln Rayib,5,2023-01-11 10:11:16,Trimakasih cukup membantu
Praba Naratama,5,2023-01-11 09:10:30,Good
henry pheng,5,2023-01-11 08:30:22,Sangat bagus
Fendi Ramdan Hamdani,5,2023-01-11 04:49:42,Ntapp
Rahmad Hidayat,5,2023-01-11 03:52:56,Mantab
Riska Anastasia,5,2023-01-11 03:48:11,Mantap sangat membantu
ida kurniasih,5,2023-01-11 03:40:18,Terimakasih
ADI SETIAWAN SMAM,5,2023-01-11 02:54:13,Aplikasi yg bermanfaat untuk kepentingan pribadi
Taufik Gumilar,5,2023-01-11 02:39:59,mantap
hardi adi,5,2023-01-11 02:16:09,Ok
Mr jarjidd,5,2023-01-11 01:07:35,Ok
reyhan ma'ruf,5,2023-01-10 12:42:53,gokil
Eddy Yusuf,4,2023-01-10 11:40:38,Cukup baik meng identifikasi...penelphone..
aris boemen,5,2023-01-10 09:28:47,Bagud
aNDhy S P,5,2023-01-10 09:05:24,Guuuuuttt
Ferry Darmawan,5,2023-01-10 08:06:07,Mantaf
aldi riyanto,5,2023-01-10 07:11:54,"Mantep,langsung work.Bisa buat memblokir yg di luar kontak kita.Juga bisa memblokir nomer spam yang berganti-ganti"
Wenny Purnawaty,5,2023-01-10 06:30:41,Ok
john wick127,5,2023-01-10 06:29:14,ok
Agus Supriytana,5,2023-01-10 06:02:42,Good
Al Fatih,5,2023-01-10 05:41:41,Ok
Incredible boy,5,2023-01-10 05:37:48,goood
Abd Hakim,5,2023-01-10 04:45:52,Bail jos
Elenna Yasinta,5,2023-01-10 04:15:37,Enak bisa diblokir
sambas 2023,5,2023-01-10 03:06:50,sangat membantu
kokok ok,5,2023-01-10 03:03:42,Mantap aplikasinya
Alvin Novianto,5,2023-01-10 02:43:34,Nice
Rio Arga Yudha Santiawan,5,2023-01-10 02:18:59,Bagus
Gasim Gures,5,2023-01-10 02:04:49,Top
Dwie Susanto,5,2023-01-10 02:02:27,Sangat membantu
Arjuna Channel youtube,5,2023-01-10 01:35:37,Aplikasi mantab
Sugeng Harjono,3,2023-01-10 01:25:27,Aplikasinya sangat membantu
Vir Gones,5,2023-01-10 00:27:37,Mantap
aprila s,5,2023-01-09 23:56:00,Membantu
Arif hidayat Hidayat,5,2023-01-09 15:30:30,Ok
Pengguna Google,5,2023-01-09 13:05:59,Setu
Fitria Nismawati,5,2023-01-09 10:52:28,Sangat bermanfaat
dwi Aprianto,5,2023-01-09 10:46:52,Baguss
Awang Setiawan,5,2023-01-09 10:46:25,Good job
Armando Tel,1,2023-01-09 09:59:42,Aplikasi banyak aturan sulit sekali terima otp dasar !!!!!!!
Fifi Susanti,5,2023-01-09 09:47:28,Sngaat membntu
Uri Sahuri,5,2023-01-09 08:31:44,Terima kasih
Mega Santhalia,5,2023-01-09 07:06:36,Sangat membantu sekali jdi tau siapa SJ yg tlp
Faisal Rinaldi,5,2023-01-09 06:11:24,Nice
Ahmad Tri Sutrisno,5,2023-01-09 04:18:12,Mantap
Wardoyo Arroyo Mardel,5,2023-01-09 03:50:44,Top
Novianto Bo,5,2023-01-09 03:23:36,Ok
Yopi Wahyudin,5,2023-01-09 03:23:07,Aplikasinya bagus sangat membantu mantap pokoknya
Wtk Ran,5,2023-01-09 03:20:40,Mantappp buat nyaman pengguna truecaller
Robby Hatibie,5,2023-01-09 02:04:12,Keren
Eli Jujun,5,2023-01-09 01:51:26,Aplikasi yang sangat keren
Nia Elisa,5,2023-01-09 01:08:29,Mantap sangat berguna aplikasi ini
Yanshen Lionel,5,2023-01-08 14:40:59,Oke
Rahmat Saepudin,3,2023-01-08 13:14:49,Baru pake aplikasi jadi bintang 3 dulu ya hehehe
Apriliyanti Sari,5,2023-01-08 12:02:21,Sangat membantu memblokir panggilan spam
Waluyo 16,5,2023-01-08 07:32:38,Bagus
Al Handri,5,2023-01-08 07:25:42,Ok
Novell Aries,5,2023-01-08 06:11:01,Good
Andi 2408,5,2023-01-08 04:40:06,Aplikasi bagus
Jamil Muhsin,5,2023-01-08 04:32:46,Good job
Fanur Ridwan,5,2023-01-08 04:27:20,Good
agus ernawan,5,2023-01-08 04:12:55,"Aplikasi yg sangat membantu,semenjak pakai aplikasi truecaller ini tidak lagi terima sms/telp scam"
Karti Mendes,5,2023-01-08 02:17:56,Sangat membantu
Kispratama 758,5,2023-01-08 02:01:22,Mantap
Sri Suparmi,5,2023-01-08 01:21:05,Good job👍👍
tari Aja,5,2023-01-08 00:39:15,Bagus sangat membantu
Sarwan Al mudazi,4,2023-01-07 18:42:56,Bagus
Manasik Haji,5,2023-01-07 14:53:37,Sangat membantu
Ariyadi sastra,4,2023-01-07 13:39:57,sangat baik
subiantoro cipto,5,2023-01-07 10:45:02,cukup memuaskan..
sdn1 Cempeh,4,2023-01-07 09:52:53,"Ujjjji jhb musuhi Jonggo tv h km lnb .i.! Vg cry un ok uju.u.,.h.uu Thuuv tv hi by Y hub biji UU no ya om gx ca Yuyun ITC hill link from the hi biji sih i8 8 yu7 Ini UU hi"
Fatizanolo Halawa (Fatzan),5,2023-01-07 09:40:07,"Saya puas memakai aplikasi ini,sangat membantu,biarlah binyang yang menjelaskannya"
Dhion Lamh,5,2023-01-07 08:56:49,Mantap de
Quinsha Maryam,5,2023-01-07 08:18:56,Mantap 👍🏻
Jamz Jefan,5,2023-01-07 07:13:53,Mantap
Buldan Buldan,2,2023-01-07 05:22:56,Kenapa namanya tidak valid? Mau kek gimana bngst
Mawardi Reyhan,5,2023-01-07 04:18:54,Mantappp
Santi Purnma Sari,5,2023-01-07 03:42:20,Mantul
Arna Zulfikar,4,2023-01-07 03:40:42,Mantap sangat membantu
Nana Diana,5,2023-01-07 03:35:08,Keren
Tom Kruss,5,2023-01-07 02:48:43,Mantab
Wawan Sentiong,4,2023-01-07 02:36:58,"Aplikasinya keren, Kalo boleh saran bagi yg gratis mungkin tetap menggunakan fiturnya yg lebih namun diberikan iklan, salam perubahan."
thumex si saleh,5,2023-01-07 02:34:45,Mantap
Kamila Sari,5,2023-01-07 02:18:37,Baik
Slamet Riyadi98,5,2023-01-07 02:07:14,Very good
oktafia fitria,5,2023-01-07 01:50:21,Good
Lava Black,5,2023-01-06 23:40:21,Hebat
Dex Anwar,5,2023-01-06 19:15:53,Nice
EKODOK Family,5,2023-01-06 13:00:12,Terimakasih sudah membantu saya
Harmony Band,5,2023-01-06 07:39:14,Mantap jiwa
Cekidot Uye,5,2023-01-06 05:20:00,"Mantap saya suka , bisa memblokir nomer yang ga saya kenal"
Ridwan hendi Gunawan,5,2023-01-06 04:25:58,Goooooodd
Khenny Wu,5,2023-01-06 03:56:51,True Caller Adalah Yang Terbaik Juga.
Yulianto Vonhetten,5,2023-01-06 03:53:27,Mantaaaap
Benedictus Panji Sigit Suseno,5,2023-01-06 03:30:13,oke
Putri Nazwa,5,2023-01-06 03:10:26,😍
Muhamad Rifai,5,2023-01-06 02:24:08,Mantap
Michael Stefanus,5,2023-01-06 01:28:34,Apk serbaguna
Simangunsong jhon hendrik chandra,5,2023-01-05 16:14:05,Baik
Sunardi Mmj,5,2023-01-05 15:37:32,Sipppp
Dwi Santoso,4,2023-01-05 13:30:31,Kerenn
Bung Junet,2,2023-01-05 13:25:17,Trimakasih aplikasi ini sangat membantu
Ryan Fauzi,5,2023-01-05 12:00:28,Membantu
Makmur Tajuddin,5,2023-01-05 11:00:01,Mengganggu saja
Siswo Handoko,4,2023-01-05 10:54:16,Good..
Purwoko Purwoko,5,2023-01-05 08:36:02,"Mantab aplikasi,respek.,baik,jos5t"
Angga Syah putra,5,2023-01-05 07:02:26,Sangat membantu .. untuk blokir kontak spam
RIP Cheater,5,2023-01-05 06:40:20,"Mantap, saya korban nomer tlp di pakai tmen di group untuk pinjol di teror terus"
Baim Bwoxs,5,2023-01-05 06:32:02,Mantap
cake nusantara2014,5,2023-01-05 05:29:28,Aplikasibyang sangat membantu sekali
Hotib Serang,5,2023-01-05 05:19:17,Good
DADI SADADI,4,2023-01-05 05:12:44,Boleh deh.....
TAUFIK PAMULANG,5,2023-01-05 04:26:16,Bagussss banget buat blacklost utang bahahahaha
Nurul Rufi,5,2023-01-05 04:19:57,Ngebantu bgt
Vicky Vazhar,5,2023-01-05 03:48:05,Sangat membantu nomer yg tidak d kenal
Wahyu widi wibowo,5,2023-01-05 03:46:17,Nice
Budi Yana,5,2023-01-05 02:51:08,Sangat kerenn!!
Akmal Umam,5,2023-01-05 02:50:31,Mantap . Sangat membantu
Juliansyah Svr,5,2023-01-05 01:58:40,Nice
Yahya Nur Ardiyansah,4,2023-01-05 01:48:03,Sipo
Asep Saepullah,5,2023-01-05 01:21:53,Top
Riri Rohanah,5,2023-01-05 00:34:17,Membantu Utk identifikasi
Muti candra,1,2023-01-04 18:45:32,Saya ingin tahu lebih dalam lg
Ria Tzyh,2,2023-01-04 14:23:00,Yyy belum nyoba
boedy art,5,2023-01-04 12:02:30,"top ok jelas, deteksi tlpn sms mantap"
Joo Paijo,5,2023-01-04 11:38:04,Mabta
Shifer Alghazi,5,2023-01-04 11:12:16,sangat membantu
Bayu Rismarno,5,2023-01-04 08:11:48,Good job aplikasi
Sidiq Harmasto,5,2023-01-04 07:40:21,Bagus
Emil Salim,5,2023-01-04 06:15:04,Good
Totok Rahayu,4,2023-01-04 06:10:28,👌👌👌👌👌👌
Awaluddin Lubis,5,2023-01-04 05:13:32,Mantap cuma nomor acak yg tidak terdaftar tidak bisa di munculkan nama pemilik nomor. Jadi kadang kadang ketipu juga dari pinjol
jack chanel,4,2023-01-04 05:10:24,Oke
Pordes talaga bodas,3,2023-01-04 04:48:09,Ok
SAMIAJI Yaji,4,2023-01-04 04:16:39,"Iya pengalaman saya tentang kartu prakerjanya ,,,bagus programnya ,,,cuma sy ada gedala e- waleet nya sambungan nya ke aplikasi DANA putus dengan tiba2 ,,,jadi tetgendala insentif prakerja tidak masuk,,,gagal"
Dita Damayanti,5,2023-01-04 04:09:48,Great
Bambang Supriyatno,5,2023-01-04 04:04:26,"membantu sangat,, tuk blok panggilan tdk di kenal dll apalago zaman sekarang banyak modus penipuan"
nurhisbuloh ibnu fajar,5,2023-01-04 03:53:53,Nice
Donny Arif Wicaksono,5,2023-01-04 03:32:36,Mantap
teuku noviansyah,5,2023-01-04 02:47:27,Aplikasi yg bagus utk blok panggilan spam
Deden Harwono,5,2023-01-04 02:13:19,Good nice
Ariel Sangir,5,2023-01-04 02:04:37,Good Job
Mohamad Fajrain,5,2023-01-04 01:47:56,Sangat bagus
Cecep Eka,5,2023-01-04 01:35:10,Sejauh ini... Goooooodddd.....
aplez gold,5,2023-01-04 01:30:02,Sangat membantu sekali
Aga Nugraha,5,2023-01-04 01:21:52,Ok
Ary Wibowo,5,2023-01-04 01:09:44,Aplikasi bagus dan sangat membantu
Niez Aja,5,2023-01-04 01:05:33,Good
Desi,5,2023-01-04 00:33:19,Terbaik 👍💯
rizal lugiman,1,2023-01-03 18:05:42,Oming ksong
rahmat Ajis,4,2023-01-03 12:42:16,mencarri perubahandanpengal\manyg baru
Ahmad Munawir,5,2023-01-03 12:00:22,Mantabbb
Nil Say,5,2023-01-03 11:36:25,Sangat membantu
Erlang Kurniawan,5,2023-01-03 10:49:03,Bagus... recommended..👍
Game Cool,5,2023-01-03 09:54:24,"Aplikasi andalan,tidak meragukan lagi membantu,penelpon ga jelas"
Deden Samsi,5,2023-01-03 09:12:55,bagus bisa no ong heula saha anu nelp
Hari Yatno,5,2023-01-03 08:39:10,Bagus sekali dengan cara seperti ini
Darrent Derrick,5,2023-01-03 05:31:08,Jd tau siapa aja yg suka neror.. lumayan membantu. Terimakasih truecaller
Onny Andrea,5,2023-01-03 04:56:53,Mantab
Rizal Tsanie,5,2023-01-03 04:42:14,Good
Herman Sutikno,5,2023-01-03 04:40:20,Bisa tahu apa aja
Risman Pribadi,5,2023-01-03 04:18:06,Ok
Wahyu Entong,5,2023-01-03 04:14:21,Cakep membantu
Lulalaku Athalla,5,2023-01-03 03:49:14,Mantap
Sri Marifatin,5,2023-01-03 03:45:33,Sangat membantu sekali untuk panggilan yg tidak dikenal
Uut Utaa,5,2023-01-03 03:33:58,Trima kasih
Herman Sasmita,5,2023-01-03 03:30:16,Sangat membantu untuk mengetahui telpon-telpon tidak jelas
Agus Rochmat - Untirta,4,2023-01-03 02:22:00,Nama tidak teridentifikasi
Rajendra Abhipraya,5,2023-01-03 01:56:56,Mantap
Faisal Sugandi,5,2023-01-03 01:31:20,Good
zab ant,5,2023-01-03 01:08:10,Mantul benar
Rusyani Yani,5,2023-01-02 21:02:01,Rusyaniyani
Muhammad Aly,2,2023-01-02 16:26:38,yh lumayan
adi w,5,2023-01-02 13:28:38,Sukses selalu Truecaller 🙏
Tommy Kr,5,2023-01-02 12:06:36,Keren
Brenk permana,1,2023-01-02 09:59:31,Gak ada fungsi
Jeniputrihidayati Hidayati,5,2023-01-02 09:59:19,Sangat bagus
sopiyan hadi piyan,5,2023-01-02 09:25:49,Sangat membantu untuk mengenditifikasi penelepon dari manapun
Gondol Joz,5,2023-01-02 09:10:21,Jos
Azid Dawiri,5,2023-01-02 08:46:22,Sangat bermanpaat Terimakasih
Yudi Mulyadie,5,2023-01-02 06:57:49,Membantu
Andi Jatmiko,5,2023-01-02 06:43:30,Ok
Abbas Saputra,4,2023-01-02 06:23:13,Cukup efisien bwt blokir no yg g jls
Jouan Randy,1,2023-01-02 04:36:30,Gak guna
Nevada Batara,5,2023-01-02 04:18:54,Bagus sekali
Syahrul Jayadi,5,2023-01-02 03:57:27,Aplikasinya bagus dan berguna untuk mengetahui penelpon tanpa nama
jaya laban,5,2023-01-02 03:05:18,No penipu bisa terlacak Goood luck
kasman kasman,5,2023-01-02 02:59:02,Ok
Panji Guniwa Aria Awangga,5,2023-01-02 02:41:42,Good
Andi Hiskiya Yoselfi,5,2023-01-02 01:32:54,Keren
nyaman joyoboyo,3,2023-01-01 18:36:48,Ok
Erwin Hariyadi,5,2023-01-01 12:40:17,Aplikasi amat sangat di perlukan/di butuhkan utk hindari penelepon tidak jelas dengan alamat tidak jelas juga.Dapat menghindari penelepon gelap dari pencurian data pribadi. Sangat bagus aplikasi Truecaller ini. 👍😎💖
Husin Anwar,5,2023-01-01 12:09:51,Kami sangat puas dengsn splikasi Truecaller ID Penelpon
DEA chanel,5,2023-01-01 11:23:29,Bagus
Heni Mulyani,5,2023-01-01 06:20:26,Manteeep langsung bisa block semua panggilan yg masuk wkwkwk cakepp
alfa polimer72,5,2023-01-01 05:41:32,Nyoba aplikasinya
Ibrahim Almahdi,5,2023-01-01 04:47:00,Excellent
Ardito Abdillah,5,2023-01-01 04:35:55,Saya merasa diri saya lebih aman dari pihak-pihak yang saya tidak kenal yang tiba-tiba menghubungi saya.
Leo Irvan,4,2023-01-01 02:59:34,Useful
kissa fazila,5,2023-01-01 01:01:14,Aplikasi yang sangat membantu sekali
Dodi Wahyudi,5,2023-01-01 00:55:03,Doddy
Beauty hn Ria,5,2022-12-31 11:26:45,Ok bgt
SPYTENK Generation,5,2022-12-31 08:37:51,Good job
Iwan Rabuansyah,5,2022-12-31 07:16:53,Baik
shirotrans75 trans,5,2022-12-31 04:58:19,Good
Drs Djuhdi,5,2022-12-31 04:20:56,The best
ferry berel,5,2022-12-31 04:04:12,Sangat membantu
Dhias Rulistiyo,5,2022-12-31 03:45:18,Ntap
Suryandi Andi,5,2022-12-31 03:26:46,Berfungsi. Mantap
Bhakti Nugraha,5,2022-12-31 02:42:05,Good
Achmad Bisri,5,2022-12-31 01:32:13,Bagus
dadan darusman,5,2022-12-31 01:24:45,Aplikasi berfungsi dengan baik
andre zerone,5,2022-12-31 01:08:58,Oke sangat membantu
Anton Asgani,5,2022-12-31 00:57:59,Bagus
Setiawan Budi,3,2022-12-30 19:12:20,"Mohon batuan nya,,kenapa setiap saya tekan maps,,selalu terlihat posisi saya,,, Sedangkan posisi lawan tidak keliatan,, Tolong di bantu"
Rahmad Ibrahim,5,2022-12-30 15:22:18,Nice
Dede Egi,5,2022-12-30 12:21:08,Good
Abdul Fatah,5,2022-12-30 11:58:49,Mantap
Riris Hendriani,1,2022-12-30 11:06:45,Pembodohan
Rafi Abid,4,2022-12-30 10:31:23,"Makasih true caller lumayan buat menghindari spam dari deptcollector bodoh, bintang 4 dlu kalo udh beli premium dan makin bagus baru bintang 5"
segamedia nusantara,5,2022-12-30 09:21:50,Bagus
Gede astra Jaya,5,2022-12-30 08:03:51,Sangat mantap
wijaya kusuma,5,2022-12-30 06:30:33,Good👍
Suriyo 65,5,2022-12-30 03:37:10,Menjaga ganguan...dari luar tnks .. 👍
BOS KRUU,5,2022-12-30 03:08:07,Mantap app biasa kebaca semua
Harmin Sahir,5,2022-12-30 00:22:29,Luar biasa
Een Lbf,5,2022-12-29 16:35:34,Bagus aplikasi ini
Herbert Singal MR,5,2022-12-29 15:41:45,Top banget.
Rival,1,2022-12-29 14:14:29,Tingkatkan lagi
Muhammad Yusuf,1,2022-12-29 12:19:11,Parahh .. Lokasinya ga pas selalu kalteng
Anang Prasetya,4,2022-12-29 12:08:24,saya suka
Riyana Priantoro,3,2022-12-29 11:41:08,3 dulu
Asrirrani Virdaus,1,2022-12-29 10:49:17,Susah dihubungi dari tlp lain.
Shamadani Rambu,5,2022-12-29 10:32:28,Good
Hatiful Choliq,5,2022-12-29 09:59:13,Lumayan bisa deteksi...oke banget
Bang Adim,5,2022-12-29 08:02:02,Cukup bagus ..bisa menetralisir penelpon ga jelas
Heru Kurniawan,5,2022-12-29 07:52:21,Ntaapssss
mas _aris,3,2022-12-29 07:02:15,Lumayanlah
VICKY BROTHER sointudop,4,2022-12-29 07:01:43,Coba
Riswan Siregar,5,2022-12-29 06:26:03,Mantap
Muhamad Ripaldi,5,2022-12-29 06:20:13,Bagus recomended
Mulyadi Mulyadi,5,2022-12-29 06:19:19,Awesome
Hermawan Ale,5,2022-12-29 04:25:44,Jos
ARI LELAN,5,2022-12-29 03:58:49,Verry good
Ichan Rehan24,1,2022-12-29 03:54:54,Mantap
Muhamad Anggoro Guvito,5,2022-12-29 03:14:10,good
panji ketawang,5,2022-12-29 03:05:51,Mantap. Keren
Hanafi Subaru,5,2022-12-29 02:03:54,Keren
galih handoko,5,2022-12-28 14:16:44,Amazing
Abdul Rahim,5,2022-12-28 12:38:09,Top
Arief Nugroho,5,2022-12-28 10:42:07,Josss
smokey woki,4,2022-12-28 10:13:16,Bagus dan tingkatkan
Wawan Oi,5,2022-12-28 09:14:03,Nice
andri yansha,5,2022-12-28 09:02:24,Good app sangat membantu
Ryan Hidayat,5,2022-12-28 08:39:05,Mantap aplikasinya 👍👍
Prasetyo Nugroho,5,2022-12-28 07:29:08,"Mantapp..pas banget bisa buat liat no tlp yg masuk,akurasi nya tinggi"
ika ariyantini,5,2022-12-28 06:09:48,Bagus untuk spam dan nomor tidak di kenal
Arief Budiman,5,2022-12-28 03:46:47,Keren
Rihana sP channel,3,2022-12-28 02:38:17,Masih agak bocor
Bambang Ganteng,5,2022-12-28 02:28:06,bagus buat blokir telpon spam
Dwie Ocoo,5,2022-12-28 02:14:51,sangat berguna untuk nomer telepon yg tidak di kenal
Koplak Gamer1,4,2022-12-28 01:59:51,Bagus buat ngeblok nomor gak jelas
Muchlas Amin,5,2022-12-28 01:51:23,The best...
Deden Sunandar,5,2022-12-28 01:50:48,Mantap
sugeng sugengooo,3,2022-12-28 01:03:44,saya coba dulu
Rizal Nurcahya,1,2022-12-27 21:48:49,Gak guna gak bisa digunakan udah lihat tutorial tapi tetep gak bisa
ABIDIN MUCHAMAD,3,2022-12-27 15:36:07,Coba dulu
Rendi Batu Bara Batu Bara,1,2022-12-27 15:09:52,Bodoh
timbang njeblug,5,2022-12-27 13:20:08,Good
astofirallah haladzim,5,2022-12-27 12:34:43,sangat puas
Nani Wisnu,5,2022-12-27 12:25:50,Like it
Mus 70fa,5,2022-12-27 12:15:13,Hebat
Emawan Soewiknjo,1,2022-12-27 10:44:52,Kurang jelas
Lustyo Endra Permata,5,2022-12-27 10:09:25,Bagus bisa tahu
Hans TCI,5,2022-12-27 08:51:09,Mantap
Yudi Agus Mahyudi,5,2022-12-27 08:17:56,Trasa lbh nyaman utk mengetahui tlpn msk
Afriyan S,4,2022-12-27 08:16:43,Mantap
Faiz Nazri Arkan,5,2022-12-27 07:09:26,Efisien bagus
Sri Ulina,5,2022-12-27 06:57:36,Sangat membantu.. tq
fathura wardani,5,2022-12-27 06:39:13,Mantap
Azi Pramudita,5,2022-12-27 05:49:30,Bagus
Win Win,5,2022-12-27 05:05:38,Ok banget
Muhammad Arshavin,5,2022-12-27 03:20:10,Mantap
edi qausar,5,2022-12-27 02:29:32,Mantap
rifky artha,5,2022-12-27 02:29:11,Like 👍👍👍
cb jamboelabang,5,2022-12-27 02:01:40,Sangat membantu good job
White pro,5,2022-12-27 02:01:21,Mantab
Joko Purwanto,5,2022-12-27 01:57:09,"Apk truecaller sbnar bagus bs untuk filterisasi nomor yg tidak dikenal. Tinggal tingkatkan lagi systemNya supaya benar"" tidak bisa tembus buat system' lain yg mungkin lebih canggih."
roni Setiawan,5,2022-12-27 00:57:27,Ok
Naey Imah,5,2022-12-27 00:39:08,Saya suka aplikasi Truecaler jdi nomer yg ga di kenal ga bisa masuk trimkaah smga lebih bagus lagi
Kurniawan Rd,1,2022-12-26 21:03:08,Tolong untuk pencarian maps nya lebih di bagusi supaya kami bisa tau lokasi orang tersebut
Fatimah Arsyla,5,2022-12-26 12:49:25,Sangat baik
Muhammad Faisal,5,2022-12-26 12:17:50,Good
Deni Siswantoro,5,2022-12-26 11:43:50,Top
Syarif Ihsan,5,2022-12-26 11:38:49,Jos
Once Again Team,5,2022-12-26 11:19:42,Aplikasi ini sangat keren sekali
Nde Lud,5,2022-12-26 11:14:31,Aplikasi yg sangat baik
elan gumilar,5,2022-12-26 11:09:21,Best apk in my live
bagas bwin,5,2022-12-26 11:01:33,ok
bilalang tempur bilalang tempur,5,2022-12-26 09:57:55,Mantap
Mentaya putra 82,4,2022-12-26 09:03:00,Sangat bermanfaat
Wahyu Gumilang,5,2022-12-26 08:13:59,Bagus untuk pemblokiran nomer TLP yg tidak terdaftar di kontak. Kalau ada spam di beritahukan .
MFB #01,5,2022-12-26 07:53:58,baguss
Andi Ezko,5,2022-12-26 07:47:48,Kereenn.. Sip lah
DARWIS,1,2022-12-26 07:42:11,Aplikasi gk ada otak kok ngelacak lokasi nomor hp titik lokasinya di daerah Kalimantan terus
Rejeki Sihotang,5,2022-12-26 06:20:18,Aplikasiya paten
Jus BundaAssyifa,5,2022-12-26 06:10:06,Aplikasi keren..sangat membantu
Jenah Jenah,5,2022-12-26 05:26:27,Apliksi yg sangt mmbntu mhn lbh tingktkn trs
Rhajo Angekscci,5,2022-12-26 05:23:42,Sangat membantu
Murottal Saya,5,2022-12-26 04:28:32,"Nih apk bagus banget, selama beberapa tahun ini berguna banget"
Yudi Kuswanto,5,2022-12-26 04:24:00,Mantap
Fajar Suprapto,4,2022-12-26 03:03:55,Semenatara good
Himawan Susanto,5,2022-12-26 02:49:55,Ok
Santoso Petrus,5,2022-12-26 02:13:51,Pokokya apk ini sangat membantu sekali untuk spam dan nomer nomer yang tidak jelas
Bang Maulana,5,2022-12-26 01:41:04,Sayang berbayar
Irvana Irvanaeki,5,2022-12-26 00:03:25,Alhamdulillah bagus banget
indonesia merdeka,5,2022-12-25 23:32:51,masuk kan
Tegar Isnando,4,2022-12-25 22:07:45,Aplikasinya bagus
Vivo Ponsel,4,2022-12-25 17:05:52,aplikasi nya mantap bisa melihat lokasih teman
Mediana Sari,5,2022-12-25 11:54:23,Bagus
fitriani astria,5,2022-12-25 11:51:11,Sangat membantu sekali 🤩
Agus Rohman,5,2022-12-25 11:29:49,Sangat bagus
Dedy Mulyadi,5,2022-12-25 10:16:53,Mksh trucaller id
AGUS PUTRA KELANA Aji,5,2022-12-25 09:49:12,Sangat bagus bisa tahu penelpon yg lain mantap
Muhammad Hasbi,4,2022-12-25 09:27:36,Mantap
Kiemas Syah mans,5,2022-12-25 07:58:57,Bagus
Nur said,5,2022-12-25 05:36:59,Membantu
Surya Wardana,1,2022-12-25 05:07:30,APLIKASI JELEK
Azwin GeCe,5,2022-12-25 05:04:40,Bagus
Firlly Fajari,5,2022-12-25 03:03:39,aplikasi bagus berguna
Frenki Yudha,5,2022-12-24 17:45:42,bagus
Wibowo Bowoaje,5,2022-12-24 15:18:56,Ok
Rendy Ismail,5,2022-12-24 13:59:52,Berfungsi bagus banget
Airul Irul,5,2022-12-24 13:39:33,bagus
Langit Biru,5,2022-12-24 13:20:33,Saya suka banget sama aplikasi ini
One Setiawan,5,2022-12-24 12:19:28,Keren
lutfiatul khoirunnisa,5,2022-12-24 10:09:28,bagus bgt inii
Rizqi Fauzi,5,2022-12-24 09:27:39,Aplikasi yang bagus. Bisa mengidentifikasi nama dari input nomor telpon dan telepon yang masuk
Mulyadi Yadi,4,2022-12-24 09:13:39,Cukup bagus
Asep Sumantrini,5,2022-12-24 09:07:59,Ok
lismono family,5,2022-12-24 05:55:05,Mantab👍👍👍
tomi Aguspami,5,2022-12-24 05:37:55,Sosial
